"Story","Title","Result","Date","Stability","Duration (s)"
"Consultar Reservas","Consultar reserva exitosa","SUCCESS","2022-04-27T19:29:16.407-05:00[America/Bogota]","0.0","37.21"
"Consultar Reservas","Consulta de reserva fallida","SUCCESS","2022-04-27T19:29:54.443-05:00[America/Bogota]","0.0","14.27"
